id,iteration_no,run_name,sent_id,error_type,gold_class,pred_class,gold_span,pred_span,eval_cond
112,third,robert_train_diac,80,missed,GPE,O,"(7,7)",,diac
113,third,robert_train_diac,80,missed,GPE,O,"(8,8)",,diac
114,third,robert_train_diac,80,missed,GPE,O,"(9,9)",,diac
115,third,robert_train_diac,80,missed,PERSON,O,"(20,27)",,diac
116,third,robert_train_diac,81,wrong_boundary,PERSON,PERSON,"(8,10)","(8,8)",diac
117,third,robert_train_diac,81,missed,FACILITY,O,"(20,36)",,diac
118,third,robert_train_diac,81,spurious,O,LOC,,"(29,31)",diac
119,third,robert_train_diac,81,spurious,O,GPE,,"(33,33)",diac
120,third,robert_train_diac,81,spurious,O,GPE,,"(34,35)",diac
121,third,robert_train_diac,82,wrong_boundary,EVENT,EVENT,"(47,50)","(47,48)",diac
122,third,robert_train_diac,82,spurious,O,GPE,,"(50,50)",diac
123,third,robert_train_diac,84,missed,NAT_REL_POL,O,"(36,38)",,diac
124,third,robert_train_diac,84,missed,ORG,O,"(42,45)",,diac
125,third,robert_train_diac,84,missed,NAT_REL_POL,O,"(82,84)",,diac
126,third,robert_train_diac,87,wrong_boundary,FACILITY,FACILITY,"(11,13)","(11,12)",diac
127,third,robert_train_diac,87,missed,PERSON,O,"(35,37)",,diac
128,third,robert_train_diac,90,wrong_type,LOC,"(25,29)","(25,29)",
129,third,robert_train_diac,90,wrong_type,PERSON,"(62,62)","(62,62)",
130,third,robert_train_diac,90,wrong_type,LOC,"(33,35)","(33,35)",
131,third,robert_train_diac,92,wrong_boundary,PERSON,PERSON,"(54,55)","(54,54)",diac
132,third,robert_train_diac,92,missed,DATETIME,O,"(37,37)",,diac
133,third,robert_train_diac,92,missed,DATETIME,O,"(38,38)",,diac
134,third,robert_train_diac,92,missed,PERSON,O,"(49,49)",,diac
135,third,robert_train_diac,92,missed,PERSON,O,"(61,61)",,diac
136,third,robert_train_diac,94,wrong_boundary,EVENT,EVENT,"(4,13)","(4,11)",diac
137,third,robert_train_diac,96,missed,NUMERIC,O,"(26,28)",,diac
138,third,robert_train_diac,96,missed,GPE,O,"(39,39)",,diac
139,third,robert_train_diac,96,missed,GPE,O,"(40,40)",,diac
140,third,robert_train_diac,96,spurious,O,DATETIME,,"(27,27)",diac
141,third,robert_train_diac,97,wrong_type,NUMERIC,"(54,55)","(54,55)",
142,third,robert_train_diac,100,wrong_boundary,PERSON,PERSON,"(62,62)","(62,64)",diac
143,third,robert_train_diac,100,missed,PERSON,O,"(22,22)",,diac
144,third,robert_train_diac,100,missed,PERSON,O,"(24,24)",,diac
145,third,robert_train_diac,100,missed,GPE,O,"(26,26)",,diac
146,third,robert_train_diac,100,missed,PERSON,O,"(45,45)",,diac
147,third,robert_train_diac,100,missed,ORG,O,"(48,51)",,diac
148,third,robert_train_diac,100,missed,PERSON,O,"(64,64)",,diac
149,third,robert_train_diac,103,missed,DATETIME,O,"(23,24)",,diac
150,third,robert_train_diac,106,wrong_boundary,LOC,LOC,"(50,52)","(50,50)",diac
151,third,robert_train_diac,106,missed,LOC,O,"(24,37)",,diac
152,third,robert_train_diac,106,spurious,O,FACILITY,,"(24,24)",diac
153,third,robert_train_diac,110,missed,PERSON,O,"(6,7)",,diac
154,third,robert_train_diac,111,spurious,O,PERSON,,"(12,12)",diac
155,third,robert_train_diac,114,spurious,O,NUMERIC,,"(19,19)",diac
156,third,robert_train_diac,117,wrong_boundary,DATETIME,DATETIME,"(40,42)","(40,40)",diac
157,third,robert_train_diac,119,wrong_boundary,PERSON,PERSON,"(9,10)","(9,9)",diac
158,third,robert_train_diac,119,missed,ORG,O,"(31,31)",,diac
159,third,robert_train_diac,119,missed,ORG,O,"(32,34)",,diac
160,third,robert_train_diac,120,missed,ORG,O,"(48,48)",,diac
161,third,robert_train_diac,121,wrong_boundary,PERSON,PERSON,"(36,40)","(37,37)",diac
162,third,robert_train_diac,121,wrong_boundary,PERSON,PERSON,"(52,54)","(52,56)",diac
163,third,robert_train_diac,121,missed,PERSON,O,"(56,56)",,diac
164,third,robert_train_diac,121,spurious,O,PERSON,,"(38,38)",diac
165,third,robert_train_diac,121,spurious,O,PERSON,,"(39,39)",diac
166,third,robert_train_diac,121,spurious,O,PERSON,,"(40,40)",diac
167,third,robert_train_diac,122,wrong_boundary,ORG,ORG,"(22,25)","(22,24)",diac
168,third,robert_train_diac,122,spurious,O,GPE,,"(25,25)",diac
169,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(2,3)",,diac
170,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(7,9)",,diac
171,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(11,13)",,diac
172,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(15,21)",,diac
173,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(23,29)",,diac
174,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(31,37)",,diac
175,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(39,45)",,diac
176,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(47,51)",,diac
177,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(54,58)",,diac
178,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(60,68)",,diac
179,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(71,71)",,diac
180,third,robert_train_diac,123,missed,WORK_OF_ART,O,"(72,72)",,diac
181,third,robert_train_diac,123,spurious,O,DATETIME,,"(57,58)",diac
182,third,robert_train_diac,124,missed,EVENT,O,"(10,10)",,diac
183,third,robert_train_diac,124,missed,EVENT,O,"(11,11)",,diac
184,third,robert_train_diac,124,missed,EVENT,O,"(12,12)",,diac
185,third,robert_train_diac,124,missed,EVENT,O,"(13,17)",,diac
186,third,robert_train_diac,124,missed,EVENT,O,"(19,20)",,diac
187,third,robert_train_diac,124,spurious,O,NAT_REL_POL,,"(14,15)",diac
188,third,robert_train_diac,125,missed,ORDINAL,O,"(8,8)",,diac
189,third,robert_train_diac,126,missed,ORG,O,"(9,9)",,diac
190,third,robert_train_diac,128,wrong_type,LOC,"(65,69)","(65,69)",
191,third,robert_train_diac,128,missed,EVENT,O,"(92,102)",,diac
192,third,robert_train_diac,128,spurious,O,GPE,,"(96,102)",diac
193,third,robert_train_diac,131,missed,ORG,O,"(37,43)",,diac
194,third,robert_train_diac,131,spurious,O,FACILITY,,"(37,37)",diac
195,third,robert_train_diac,134,missed,ORG,O,"(11,21)",,diac
196,third,robert_train_diac,134,spurious,O,EVENT,,"(11,13)",diac
197,third,robert_train_diac,134,spurious,O,GPE,,"(18,21)",diac
198,third,robert_train_diac,135,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(11,24)","(11,14)",diac
199,third,robert_train_diac,135,spurious,O,WORK_OF_ART,,"(16,16)",diac
200,third,robert_train_diac,135,spurious,O,WORK_OF_ART,,"(17,17)",diac
201,third,robert_train_diac,135,spurious,O,WORK_OF_ART,,"(18,24)",diac
202,third,robert_train_diac,135,spurious,O,PERSON,,"(99,100)",diac
203,third,robert_train_diac,136,missed,ORG,O,"(44,44)",,diac
204,third,robert_train_diac,136,missed,ORG,O,"(45,45)",,diac
205,third,robert_train_diac,136,missed,ORG,O,"(46,63)",,diac
206,third,robert_train_diac,138,wrong_type,ORG,"(81,83)","(81,83)",
207,third,robert_train_diac,138,missed,ORG,O,"(30,34)",,diac
208,third,robert_train_diac,138,missed,ORG,O,"(39,40)",,diac
209,third,robert_train_diac,140,spurious,O,DATETIME,,"(2,2)",diac
210,third,robert_train_diac,141,missed,NAT_REL_POL,O,"(24,24)",,diac
211,third,robert_train_diac,141,missed,NAT_REL_POL,O,"(25,25)",,diac
212,third,robert_train_diac,141,missed,NAT_REL_POL,O,"(26,26)",,diac
213,third,robert_train_diac,141,missed,NAT_REL_POL,O,"(40,41)",,diac
214,third,robert_train_diac,143,missed,ORG,O,"(7,8)",,diac
215,third,robert_train_diac,143,spurious,O,NAT_REL_POL,,"(8,8)",diac
216,third,robert_train_diac,144,missed,ORDINAL,O,"(14,14)",,diac
217,third,robert_train_diac,144,missed,ORDINAL,O,"(18,18)",,diac
218,third,robert_train_diac,146,wrong_boundary,GPE,GPE,"(31,32)","(31,31)",diac
219,third,robert_train_diac,146,missed,ORDINAL,O,"(5,5)",,diac
220,third,robert_train_diac,147,missed,PERSON,O,"(18,19)",,diac
221,third,robert_train_diac,147,missed,PERSON,O,"(26,26)",,diac
222,third,robert_train_diac,147,missed,PERSON,O,"(27,27)",,diac
223,third,robert_train_diac,150,wrong_boundary,ORG,ORG,"(77,90)","(77,82)",diac
224,third,robert_train_diac,150,spurious,O,ORG,,"(84,90)",diac
225,third,robert_train_diac,152,wrong_type,ORG,"(22,24)","(22,24)",
226,third,robert_train_diac,152,wrong_boundary,PERSON,PERSON,"(4,10)","(4,5)",diac
227,third,robert_train_diac,152,spurious,O,PERSON,,"(7,10)",diac
228,third,robert_train_diac,153,spurious,O,EVENT,,"(2,2)",diac
229,third,robert_train_diac,153,spurious,O,EVENT,,"(3,3)",diac
230,third,robert_train_diac,154,wrong_boundary,FACILITY,FACILITY,"(3,7)","(3,5)",diac
231,third,robert_train_diac,154,missed,WORK_OF_ART,O,"(22,24)",,diac
232,third,robert_train_diac,154,spurious,O,GPE,,"(7,7)",diac
233,third,robert_train_diac,156,wrong_boundary,PERSON,PERSON,"(39,47)","(39,44)",diac
234,third,robert_train_diac,159,wrong_boundary,DATETIME,DATETIME,"(49,51)","(49,49)",diac
235,third,robert_train_diac,159,missed,ORG,O,"(11,12)",,diac
236,third,robert_train_diac,160,wrong_boundary,EVENT,EVENT,"(23,24)","(23,23)",diac
237,third,robert_train_diac,166,wrong_type,NAT_REL_POL,"(12,13)","(12,13)",
238,third,robert_train_diac,166,wrong_boundary,PERSON,PERSON,"(74,77)","(75,77)",diac
239,third,robert_train_diac,172,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(11,19)","(11,16)",diac
240,third,robert_train_diac,174,wrong_boundary,FACILITY,FACILITY,"(19,24)","(23,23)",diac
241,third,robert_train_diac,174,missed,ORG,O,"(15,16)",,diac
242,third,robert_train_diac,176,missed,LOC,O,"(14,16)",,diac
243,third,robert_train_diac,176,spurious,O,FACILITY,,"(28,28)",diac
244,third,robert_train_diac,177,missed,PERSON,O,"(14,14)",,diac
245,third,robert_train_diac,179,missed,LANGUAGE,O,"(45,45)",,diac
246,third,robert_train_diac,179,spurious,O,NAT_REL_POL,,"(27,27)",diac
247,third,robert_train_diac,181,wrong_boundary,GPE,GPE,"(11,12)","(11,11)",diac
248,third,robert_train_diac,182,missed,DATETIME,O,"(10,11)",,diac
249,third,robert_train_diac,182,missed,PERSON,O,"(20,20)",,diac
250,third,robert_train_diac,182,missed,ORG,O,"(39,39)",,diac
251,third,robert_train_diac,186,missed,NAT_REL_POL,O,"(20,29)",,diac
252,third,robert_train_diac,186,spurious,O,PERSON,,"(20,20)",diac
253,third,robert_train_diac,187,wrong_type,DATETIME,"(51,51)","(51,51)",
254,third,robert_train_diac,192,missed,DATETIME,O,"(36,37)",,diac
255,third,robert_train_diac,194,wrong_boundary,PERSON,PERSON,"(11,14)","(11,11)",diac
256,third,robert_train_diac,194,missed,FACILITY,O,"(30,37)",,diac
257,third,robert_train_diac,194,spurious,O,PERSON,,"(13,14)",diac
258,third,robert_train_diac,196,wrong_type,NAT_REL_POL,"(14,14)","(14,14)",
259,third,robert_train_diac,196,wrong_type,NAT_REL_POL,"(16,16)","(16,16)",
260,third,robert_train_diac,196,wrong_type,NAT_REL_POL,"(20,20)","(20,20)",
261,third,robert_train_diac,196,wrong_type,NAT_REL_POL,"(12,12)","(12,12)",
262,third,robert_train_diac,196,wrong_type,NAT_REL_POL,"(18,18)","(18,18)",
263,third,robert_train_diac,196,wrong_type,NAT_REL_POL,"(22,22)","(22,22)",
264,third,robert_train_diac,197,missed,PERSON,O,"(16,17)",,diac
265,third,robert_train_diac,197,missed,PERSON,O,"(106,107)",,diac
266,third,robert_train_diac,197,missed,WORK_OF_ART,O,"(126,132)",,diac
267,third,robert_train_diac,197,missed,WORK_OF_ART,O,"(184,191)",,diac
268,third,robert_train_diac,197,spurious,O,WORK_OF_ART,,"(11,18)",diac
269,third,robert_train_diac,198,missed,LOC,O,"(31,31)",,diac
270,third,robert_train_diac,198,missed,LOC,O,"(32,34)",,diac
271,third,robert_train_diac,205,missed,PERSON,O,"(2,2)",,diac
272,third,robert_train_diac,212,missed,NAT_REL_POL,O,"(26,26)",,diac
273,third,robert_train_diac,215,missed,MONEY,O,"(25,32)",,diac
274,third,robert_train_diac,215,missed,MONEY,O,"(46,50)",,diac
275,third,robert_train_diac,215,spurious,O,NUMERIC,,"(25,25)",diac
276,third,robert_train_diac,215,spurious,O,NUMERIC,,"(46,46)",diac
277,third,robert_train_diac,217,missed,EVENT,O,"(16,20)",,diac
278,third,robert_train_diac,221,missed,NUMERIC,O,"(24,24)",,diac
279,third,robert_train_diac,223,wrong_boundary,PERIOD,PERIOD,"(19,25)","(19,19)",diac
280,third,robert_train_diac,223,spurious,O,PERIOD,,"(20,25)",diac
281,third,robert_train_diac,223,spurious,O,ORG,,"(72,72)",diac
282,third,robert_train_diac,224,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(5,6)","(5,5)",diac
283,third,robert_train_diac,228,wrong_type,FACILITY,"(23,25)","(23,25)",
284,third,robert_train_diac,232,spurious,O,PERSON,,"(37,37)",diac
285,third,robert_train_diac,232,spurious,O,PERSON,,"(38,38)",diac
286,third,robert_train_diac,232,spurious,O,PERSON,,"(39,43)",diac
287,third,robert_train_diac,232,spurious,O,PERSON,,"(45,45)",diac
288,third,robert_train_diac,232,spurious,O,WORK_OF_ART,,"(47,47)",diac
289,third,robert_train_diac,233,wrong_boundary,PERSON,PERSON,"(5,6)","(5,5)",diac
290,third,robert_train_diac,234,wrong_boundary,LOC,LOC,"(8,11)","(8,10)",diac
291,third,robert_train_diac,234,wrong_boundary,ORG,ORG,"(64,64)","(64,65)",diac
292,third,robert_train_diac,234,missed,GPE,O,"(65,65)",,diac
293,third,robert_train_diac,234,spurious,O,PERSON,,"(2,2)",diac
294,third,robert_train_diac,234,spurious,O,GPE,,"(11,11)",diac
295,third,robert_train_diac,235,wrong_boundary,DATETIME,DATETIME,"(32,33)","(30,32)",diac
296,third,robert_train_diac,235,missed,ORDINAL,O,"(30,31)",,diac
297,third,robert_train_diac,241,missed,PERSON,O,"(32,34)",,diac
298,third,robert_train_diac,241,spurious,O,EVENT,,"(26,27)",diac
299,third,robert_train_diac,242,spurious,O,GPE,,"(15,16)",diac
300,third,robert_train_diac,243,wrong_boundary,PERSON,PERSON,"(14,15)","(14,14)",diac
301,third,robert_train_diac,247,wrong_boundary,DATETIME,DATETIME,"(51,54)","(51,51)",diac
302,third,robert_train_diac,247,missed,DATETIME,O,"(59,60)",,diac
303,third,robert_train_diac,249,missed,PERSON,O,"(7,7)",,diac
304,third,robert_train_diac,249,spurious,O,PERSON,,"(9,9)",diac
305,third,robert_train_diac,251,missed,EVENT,O,"(59,59)",,diac
306,third,robert_train_diac,251,missed,PERSON,O,"(76,76)",,diac
307,third,robert_train_diac,251,missed,PERSON,O,"(77,77)",,diac
308,third,robert_train_diac,251,missed,PERSON,O,"(78,78)",,diac
309,third,robert_train_diac,252,wrong_boundary,NAT_REL_POL,NAT_REL_POL,"(52,55)","(54,54)",diac
310,third,robert_train_diac,252,wrong_boundary,NAT_REL_POL,NAT_REL_POL,"(57,62)","(60,60)",diac
311,third,robert_train_diac,252,missed,PERSON,O,"(95,95)",,diac
312,third,robert_train_diac,252,spurious,O,NAT_REL_POL,,"(48,48)",diac
313,third,robert_train_diac,252,spurious,O,NAT_REL_POL,,"(61,61)",diac
314,third,robert_train_diac,252,spurious,O,NAT_REL_POL,,"(64,65)",diac
315,third,robert_train_diac,259,wrong_type,ORG,"(2,2)","(2,2)",
316,third,robert_train_diac,259,wrong_type,LOC,"(14,15)","(14,15)",
317,third,robert_train_diac,259,wrong_boundary,DATETIME,DATETIME,"(8,11)","(8,9)",diac
318,third,robert_train_diac,260,wrong_type,FACILITY,"(27,29)","(27,29)",
319,third,robert_train_diac,264,wrong_boundary,PERSON,PERSON,"(73,76)","(73,73)",diac
320,third,robert_train_diac,264,missed,NUMERIC,O,"(69,69)",,diac
321,third,robert_train_diac,269,wrong_boundary,DATETIME,DATETIME,"(45,47)","(45,45)",diac
322,third,robert_train_diac,270,wrong_boundary,DATETIME,DATETIME,"(12,15)","(12,13)",diac
323,third,robert_train_diac,270,spurious,O,GPE,,"(26,28)",diac
324,third,robert_train_diac,271,wrong_type,ORG,"(10,11)","(10,11)",
325,third,robert_train_diac,272,missed,ORDINAL,O,"(7,7)",,diac
326,third,robert_train_diac,272,missed,ORG,O,"(27,29)",,diac
327,third,robert_train_diac,273,missed,ORG,O,"(7,7)",,diac
328,third,robert_train_diac,273,missed,ORG,O,"(8,11)",,diac
329,third,robert_train_diac,276,wrong_type,PERSON,"(24,24)","(24,24)",
330,third,robert_train_diac,276,missed,PERSON,O,"(152,152)",,diac
331,third,robert_train_diac,276,spurious,O,PERSON,,"(2,2)",diac
332,third,robert_train_diac,276,spurious,O,LOC,,"(26,26)",diac
333,third,robert_train_diac,276,spurious,O,DATETIME,,"(104,104)",diac
334,third,robert_train_diac,276,spurious,O,PERSON,,"(140,144)",diac
335,third,robert_train_diac,277,spurious,O,PERSON,,"(6,6)",diac
336,third,robert_train_diac,279,wrong_type,DATETIME,"(15,19)","(15,19)",
337,third,robert_train_diac,279,missed,EVENT,O,"(30,32)",,diac
338,third,robert_train_diac,279,missed,NAT_REL_POL,O,"(36,36)",,diac
339,third,robert_train_diac,280,spurious,O,PERSON,,"(17,17)",diac
340,third,robert_train_diac,281,missed,PERSON,O,"(4,5)",,diac
341,third,robert_train_diac,285,missed,PERSON,O,"(18,18)",,diac
342,third,robert_train_diac,288,wrong_boundary,LOC,LOC,"(40,54)","(41,43)",diac
343,third,robert_train_diac,288,missed,LOC,O,"(60,60)",,diac
344,third,robert_train_diac,288,missed,LOC,O,"(61,66)",,diac
345,third,robert_train_diac,288,spurious,O,LOC,,"(46,51)",diac
346,third,robert_train_diac,288,spurious,O,LOC,,"(53,54)",diac
347,third,robert_train_diac,288,spurious,O,GPE,,"(64,66)",diac
348,third,robert_train_diac,289,wrong_boundary,PERSON,PERSON,"(18,22)","(18,18)",diac
349,third,robert_train_diac,289,spurious,O,PERSON,,"(20,22)",diac
350,third,robert_train_diac,290,missed,ORG,O,"(22,27)",,diac
351,third,robert_train_diac,291,missed,PERSON,O,"(19,19)",,diac
352,third,robert_train_diac,292,missed,PERSON,O,"(11,18)",,diac
353,third,robert_train_diac,292,spurious,O,ORG,,"(72,80)",diac
354,third,robert_train_diac,292,spurious,O,ORG,,"(82,89)",diac
355,third,robert_train_diac,292,spurious,O,ORG,,"(91,98)",diac
356,third,robert_train_diac,292,spurious,O,ORG,,"(100,105)",diac
357,third,robert_train_diac,295,wrong_type,MONEY,"(14,14)","(14,14)",
358,third,robert_train_diac,295,missed,MONEY,O,"(16,17)",,diac
359,third,robert_train_diac,295,spurious,O,NUMERIC,,"(16,16)",diac
360,third,robert_train_diac,296,wrong_boundary,ORG,ORG,"(17,33)","(17,25)",diac
361,third,robert_train_diac,296,spurious,O,ORG,,"(28,33)",diac
362,third,robert_train_diac,298,wrong_boundary,ORDINAL,ORDINAL,"(145,146)","(145,145)",diac
363,third,robert_train_diac,298,missed,ORG,O,"(18,21)",,diac
364,third,robert_train_diac,298,missed,WORK_OF_ART,O,"(27,27)",,diac
365,third,robert_train_diac,298,missed,WORK_OF_ART,O,"(28,28)",,diac
366,third,robert_train_diac,298,missed,WORK_OF_ART,O,"(29,42)",,diac
367,third,robert_train_diac,298,missed,WORK_OF_ART,O,"(58,65)",,diac
368,third,robert_train_diac,298,spurious,O,NAT_REL_POL,,"(21,21)",diac
369,third,robert_train_diac,298,spurious,O,GPE,,"(35,38)",diac
370,third,robert_train_diac,298,spurious,O,PERSON,,"(61,62)",diac
371,third,robert_train_diac,299,missed,EVENT,O,"(13,17)",,diac
372,third,robert_train_diac,299,missed,WORK_OF_ART,O,"(39,43)",,diac
373,third,robert_train_diac,299,spurious,O,PERSON,,"(43,43)",diac
374,third,robert_train_diac,302,missed,ORG,O,"(16,21)",,diac
375,third,robert_train_diac,302,missed,LOC,O,"(50,50)",,diac
376,third,robert_train_diac,304,missed,ORDINAL,O,"(3,3)",,diac
377,third,robert_train_diac,305,wrong_boundary,PERSON,PERSON,"(78,81)","(78,78)",diac
378,third,robert_train_diac,308,spurious,O,PERSON,,"(2,2)",diac
379,third,robert_train_diac,308,spurious,O,PERSON,,"(3,3)",diac
380,third,robert_train_diac,309,missed,DATETIME,O,"(11,14)",,diac
381,third,robert_train_diac,309,missed,PERSON,O,"(26,28)",,diac
382,third,robert_train_diac,309,spurious,O,PERSON,,"(39,39)",diac
383,third,robert_train_diac,309,spurious,O,PERSON,,"(40,40)",diac
384,third,robert_train_diac,309,spurious,O,PERSON,,"(41,41)",diac
385,third,robert_train_diac,309,spurious,O,PERSON,,"(105,106)",diac
386,third,robert_train_diac,311,missed,WORK_OF_ART,O,"(17,18)",,diac
387,third,robert_train_diac,311,missed,WORK_OF_ART,O,"(30,34)",,diac
388,third,robert_train_diac,312,wrong_boundary,PERSON,PERSON,"(4,8)","(4,6)",diac
389,third,robert_train_diac,312,spurious,O,PERSON,,"(7,8)",diac
390,third,robert_train_diac,313,wrong_type,WORK_OF_ART,"(20,27)","(20,27)",
391,third,robert_train_diac,313,missed,LANGUAGE,O,"(13,13)",,diac
392,third,robert_train_diac,313,missed,LANGUAGE,O,"(14,19)",,diac
393,third,robert_train_diac,313,missed,WORK_OF_ART,O,"(73,79)",,diac
394,third,robert_train_diac,314,missed,LOC,O,"(32,38)",,diac
395,third,robert_train_diac,315,missed,PERIOD,O,"(6,9)",,diac
396,third,robert_train_diac,315,spurious,O,DATETIME,,"(7,7)",diac
397,third,robert_train_diac,315,spurious,O,DATETIME,,"(9,9)",diac
398,third,robert_train_diac,319,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(32,45)","(33,45)",diac
399,third,robert_train_diac,321,missed,EVENT,O,"(2,2)",,diac
400,third,robert_train_diac,321,missed,EVENT,O,"(3,3)",,diac
401,third,robert_train_diac,321,missed,EVENT,O,"(4,4)",,diac
402,third,robert_train_diac,321,missed,EVENT,O,"(5,9)",,diac
403,third,robert_train_diac,323,spurious,O,PERSON,,"(4,4)",diac
404,third,robert_train_diac,323,spurious,O,PERSON,,"(22,24)",diac
405,third,robert_train_diac,326,wrong_type,GPE,"(98,107)","(98,107)",
406,third,robert_train_diac,326,wrong_type,GPE,"(94,96)","(94,96)",
407,third,robert_train_diac,326,spurious,O,PERSON,,"(47,47)",diac
408,third,robert_train_diac,332,missed,NUMERIC,O,"(13,13)",,diac
409,third,robert_train_diac,333,missed,ORG,O,"(27,30)",,diac
410,third,robert_train_diac,336,missed,FACILITY,O,"(4,16)",,diac
411,third,robert_train_diac,337,missed,EVENT,O,"(46,46)",,diac
412,third,robert_train_diac,338,wrong_boundary,DATETIME,DATETIME,"(30,38)","(30,32)",diac
413,third,robert_train_diac,338,wrong_boundary,DATETIME,DATETIME,"(75,79)","(73,79)",diac
414,third,robert_train_diac,338,spurious,O,DATETIME,,"(33,38)",diac
415,third,robert_train_diac,339,wrong_type,PERSON,"(37,37)","(37,37)",
416,third,robert_train_diac,339,missed,ORG,O,"(13,13)",,diac
417,third,robert_train_diac,341,wrong_boundary,DATETIME,DATETIME,"(9,16)","(9,9)",diac
418,third,robert_train_diac,341,spurious,O,DATETIME,,"(14,16)",diac
419,third,robert_train_diac,342,missed,ORG,O,"(52,58)",,diac
420,third,robert_train_diac,342,spurious,O,GPE,,"(58,58)",diac
421,third,robert_train_diac,345,wrong_boundary,LOC,LOC,"(12,13)","(11,13)",diac
422,third,robert_train_diac,346,spurious,O,WORK_OF_ART,,"(64,64)",diac
423,third,robert_train_diac,346,spurious,O,WORK_OF_ART,,"(65,72)",diac
424,third,robert_train_diac,348,wrong_type,FACILITY,"(21,23)","(21,23)",
425,third,robert_train_diac,349,wrong_boundary,ORG,ORG,"(46,56)","(46,54)",diac
426,third,robert_train_diac,349,spurious,O,GPE,,"(55,55)",diac
427,third,robert_train_diac,349,spurious,O,GPE,,"(56,56)",diac
428,third,robert_train_diac,351,spurious,O,ORDINAL,,"(17,17)",diac
429,third,robert_train_diac,354,wrong_boundary,EVENT,EVENT,"(60,69)","(60,67)",diac
430,third,robert_train_diac,354,missed,EVENT,O,"(71,73)",,diac
431,third,robert_train_diac,354,spurious,O,EVENT,,"(69,69)",diac
432,third,robert_train_diac,357,missed,NAT_REL_POL,O,"(8,10)",,diac
433,third,robert_train_diac,357,missed,EVENT,O,"(72,79)",,diac
434,third,robert_train_diac,357,spurious,O,GPE,,"(78,79)",diac
435,third,robert_train_diac,359,missed,PERSON,O,"(31,32)",,diac
436,third,robert_train_diac,360,missed,ORG,O,"(32,33)",,diac
437,third,robert_train_diac,362,wrong_boundary,LOC,LOC,"(14,16)","(14,15)",diac
438,third,robert_train_diac,363,wrong_boundary,DATETIME,DATETIME,"(68,71)","(70,71)",diac
439,third,robert_train_diac,363,missed,ORDINAL,O,"(52,52)",,diac
440,third,robert_train_diac,367,wrong_boundary,PERSON,PERSON,"(49,53)","(49,58)",diac
441,third,robert_train_diac,367,missed,PERSON,O,"(30,31)",,diac
442,third,robert_train_diac,367,missed,GPE,O,"(69,72)",,diac
443,third,robert_train_diac,369,missed,ORDINAL,O,"(11,11)",,diac
444,third,robert_train_diac,369,spurious,O,DATETIME,,"(3,4)",diac
445,third,robert_train_diac,370,spurious,O,ORG,,"(29,29)",diac
446,third,robert_train_diac,371,wrong_boundary,PERSON,PERSON,"(9,11)","(9,9)",diac
447,third,robert_train_diac,371,wrong_boundary,PERSON,PERSON,"(20,20)","(20,25)",diac
448,third,robert_train_diac,371,missed,PERSON,O,"(23,25)",,diac
449,third,robert_train_diac,371,spurious,O,PERSON,,"(10,11)",diac
450,third,robert_train_diac,372,missed,DATETIME,O,"(10,10)",,diac
451,third,robert_train_diac,375,spurious,O,PERSON,,"(60,60)",diac
452,third,robert_train_diac,375,spurious,O,PERSON,,"(80,80)",diac
453,third,robert_train_diac,376,wrong_boundary,PERIOD,PERIOD,"(6,10)","(6,9)",diac
454,third,robert_train_diac,377,spurious,O,PERSON,,"(5,7)",diac
455,third,robert_train_diac,377,spurious,O,GPE,,"(11,12)",diac
456,third,robert_train_diac,379,missed,LOC,O,"(31,36)",,diac
457,third,robert_train_diac,379,spurious,O,FACILITY,,"(31,31)",diac
458,third,robert_train_diac,381,wrong_boundary,ORG,ORG,"(12,13)","(12,14)",diac
459,third,robert_train_diac,382,missed,DATETIME,O,"(59,60)",,diac
460,third,robert_train_diac,385,spurious,O,DATETIME,,"(51,51)",diac
461,third,robert_train_diac,388,wrong_boundary,ORG,ORG,"(77,79)","(77,78)",diac
462,third,robert_train_diac,388,missed,EVENT,O,"(6,8)",,diac
463,third,robert_train_diac,388,missed,PERSON,O,"(10,10)",,diac
464,third,robert_train_diac,388,missed,PERSON,O,"(33,33)",,diac
465,third,robert_train_diac,388,missed,PERSON,O,"(35,35)",,diac
466,third,robert_train_diac,388,missed,PERSON,O,"(74,75)",,diac
467,third,robert_train_diac,390,wrong_boundary,PERSON,PERSON,"(2,14)","(2,10)",diac
468,third,robert_train_diac,390,spurious,O,PERSON,,"(12,12)",diac
469,third,robert_train_diac,390,spurious,O,PERSON,,"(13,13)",diac
470,third,robert_train_diac,390,spurious,O,PERSON,,"(14,14)",diac
