id,source,input,target,input_clean,target_clean,stripped_target,exact_after_cleaning,whitespace_difference,audit_reason,is_valid_pair,input_before_n_chars,input_before_n_nfd_codepoints,input_before_n_combining_in_raw,input_before_n_legacy_cedilla,input_before_n_nbsp,input_before_n_unusual_punct,input_before_is_nfc,input_before_is_nfd,target_before_n_chars,target_before_n_nfd_codepoints,target_before_n_combining_in_raw,target_before_n_legacy_cedilla,target_before_n_nbsp,target_before_n_unusual_punct,target_before_is_nfc,target_before_is_nfd,input_after_n_chars,input_after_n_nfd_codepoints,input_after_n_combining_in_raw,input_after_n_legacy_cedilla,input_after_n_nbsp,input_after_n_unusual_punct,input_after_is_nfc,input_after_is_nfd,target_after_n_chars,target_after_n_nfd_codepoints,target_after_n_combining_in_raw,target_after_n_legacy_cedilla,target_after_n_nbsp,target_after_n_unusual_punct,target_after_is_nfc,target_after_is_nfd,text_nodiac,text_diac,n_chars,n_words,n_diac_restored
190092,unknown_local_sample,Viata nomada.,Viață nomadă.,Viata nomada.,Viață nomadă.,Viata nomada.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,3,0,0,0,0,True,False,13,0,0,0,0,0,True,True,13,3,0,0,0,0,True,False,Viata nomada.,Viață nomadă.,13,2,3
372305,unknown_local_sample,Fire susceptibila.,Fire susceptibilă.,Fire susceptibila.,Fire susceptibilă.,Fire susceptibila.,True,False,length_outside_3_250_words,True,18,0,0,0,0,0,True,True,18,1,0,0,0,0,True,False,18,0,0,0,0,0,True,True,18,1,0,0,0,0,True,False,Fire susceptibila.,Fire susceptibilă.,18,2,1
217053,unknown_local_sample,sprincene-ncondeiate.,sprîncene-ncondeiate.,sprincene-ncondeiate.,sprîncene-ncondeiate.,sprincene-ncondeiate.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,1,0,0,0,0,True,False,21,0,0,0,0,0,True,True,21,1,0,0,0,0,True,False,sprincene-ncondeiate.,sprîncene-ncondeiate.,21,1,1
282389,unknown_local_sample,Ornamente arhitectonice.,Ornamente arhitectonice.,Ornamente arhitectonice.,Ornamente arhitectonice.,Ornamente arhitectonice.,True,False,length_outside_3_250_words,True,24,0,0,0,0,0,True,True,24,0,0,0,0,0,True,True,24,0,0,0,0,0,True,True,24,0,0,0,0,0,True,True,Ornamente arhitectonice.,Ornamente arhitectonice.,24,2,0
363642,unknown_local_sample,Studii speologice.,Studii speologice.,Studii speologice.,Studii speologice.,Studii speologice.,True,False,length_outside_3_250_words,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,Studii speologice.,Studii speologice.,18,2,0
189776,unknown_local_sample,Sarcina gemelara.,Sarcină gemelară.,Sarcina gemelara.,Sarcină gemelară.,Sarcina gemelara.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,Sarcina gemelara.,Sarcină gemelară.,17,2,2
312655,unknown_local_sample,Deprindere tehnica.,Deprindere tehnică.,Deprindere tehnica.,Deprindere tehnică.,Deprindere tehnica.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,Deprindere tehnica.,Deprindere tehnică.,19,2,1
66904,unknown_local_sample,Bietul taica-meu.,Bietul taică-meu.,Bietul taica-meu.,Bietul taică-meu.,Bietul taica-meu.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,1,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,1,0,0,0,0,True,False,Bietul taica-meu.,Bietul taică-meu.,17,2,1
191661,unknown_local_sample,Atita tot.,Atîta tot.,Atita tot.,Atîta tot.,Atita tot.,True,False,length_outside_3_250_words,True,10,0,0,0,0,0,True,True,10,1,0,0,0,0,True,False,10,0,0,0,0,0,True,True,10,1,0,0,0,0,True,False,Atita tot.,Atîta tot.,10,2,1
343568,unknown_local_sample,Turneu open.,Turneu open.,Turneu open.,Turneu open.,Turneu open.,True,False,length_outside_3_250_words,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,Turneu open.,Turneu open.,12,2,0
340682,unknown_local_sample,Modernizarea transporturilor.,Modernizarea transporturilor.,Modernizarea transporturilor.,Modernizarea transporturilor.,Modernizarea transporturilor.,True,False,length_outside_3_250_words,True,29,0,0,0,0,0,True,True,29,0,0,0,0,0,True,True,29,0,0,0,0,0,True,True,29,0,0,0,0,0,True,True,Modernizarea transporturilor.,Modernizarea transporturilor.,29,2,0
254151,unknown_local_sample,Greseli indreptate.,Greșeli îndreptate.,Greseli indreptate.,Greșeli îndreptate.,Greseli indreptate.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,Greseli indreptate.,Greșeli îndreptate.,19,2,2
293045,unknown_local_sample,Gest caritabil.,Gest caritabil.,Gest caritabil.,Gest caritabil.,Gest caritabil.,True,False,length_outside_3_250_words,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,Gest caritabil.,Gest caritabil.,15,2,0
268383,unknown_local_sample,Nevoie.,Nevoie.,Nevoie.,Nevoie.,Nevoie.,True,False,length_outside_3_250_words,True,7,0,0,0,0,0,True,True,7,0,0,0,0,0,True,True,7,0,0,0,0,0,True,True,7,0,0,0,0,0,True,True,Nevoie.,Nevoie.,7,1,0
365115,unknown_local_sample,Produse standard.,Produse standard.,Produse standard.,Produse standard.,Produse standard.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,Produse standard.,Produse standard.,17,2,0
385103,unknown_local_sample,Constructii portuare.,Construcții portuare.,Constructii portuare.,Construcții portuare.,Constructii portuare.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,1,0,0,0,0,True,False,21,0,0,0,0,0,True,True,21,1,0,0,0,0,True,False,Constructii portuare.,Construcții portuare.,21,2,1
190482,unknown_local_sample,Acid slab.,Acid slab.,Acid slab.,Acid slab.,Acid slab.,True,False,length_outside_3_250_words,True,10,0,0,0,0,0,True,True,10,0,0,0,0,0,True,True,10,0,0,0,0,0,True,True,10,0,0,0,0,0,True,True,Acid slab.,Acid slab.,10,2,0
385034,unknown_local_sample,Vas portavion.,Vas portavion.,Vas portavion.,Vas portavion.,Vas portavion.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,Vas portavion.,Vas portavion.,14,2,0
248365,unknown_local_sample,Vorbe insultatoare.,Vorbe insultătoare.,Vorbe insultatoare.,Vorbe insultătoare.,Vorbe insultatoare.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,Vorbe insultatoare.,Vorbe insultătoare.,19,2,1
239813,unknown_local_sample,Masa gelatinoasa.,Masă gelatinoasă.,Masa gelatinoasa.,Masă gelatinoasă.,Masa gelatinoasa.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,Masa gelatinoasa.,Masă gelatinoasă.,17,2,2
189051,unknown_local_sample,Buza toporului.,Buza toporului.,Buza toporului.,Buza toporului.,Buza toporului.,True,False,length_outside_3_250_words,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,Buza toporului.,Buza toporului.,15,2,0
324522,unknown_local_sample,Febra asteptarii.,Febra așteptării.,Febra asteptarii.,Febra așteptării.,Febra asteptarii.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,Febra asteptarii.,Febra așteptării.,17,2,2
285298,unknown_local_sample,Averse locale.,Averse locale.,Averse locale.,Averse locale.,Averse locale.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,Averse locale.,Averse locale.,14,2,0
246907,unknown_local_sample,Imperiul roman.,Imperiul roman.,Imperiul roman.,Imperiul roman.,Imperiul roman.,True,False,length_outside_3_250_words,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,15,0,0,0,0,0,True,True,Imperiul roman.,Imperiul roman.,15,2,0
388877,unknown_local_sample,Priponirea calului.,Priponirea calului.,Priponirea calului.,Priponirea calului.,Priponirea calului.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,0,0,0,0,0,True,True,19,0,0,0,0,0,True,True,19,0,0,0,0,0,True,True,Priponirea calului.,Priponirea calului.,19,2,0
311673,unknown_local_sample,Tesut degenerescent.,Țesut degenerescent.,Tesut degenerescent.,Țesut degenerescent.,Tesut degenerescent.,True,False,length_outside_3_250_words,True,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,Tesut degenerescent.,Țesut degenerescent.,20,2,1
67317,unknown_local_sample,Prescurtat: PLM.,Prescurtat: PLM.,Prescurtat: PLM.,Prescurtat: PLM.,Prescurtat: PLM.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,Prescurtat: PLM.,Prescurtat: PLM.,16,2,0
211649,unknown_local_sample,Gulerul osiei.,Gulerul osiei.,Gulerul osiei.,Gulerul osiei.,Gulerul osiei.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,14,0,0,0,0,0,True,True,Gulerul osiei.,Gulerul osiei.,14,2,0
127819,unknown_local_sample,Tub prelungitor.,Tub prelungitor.,Tub prelungitor.,Tub prelungitor.,Tub prelungitor.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,Tub prelungitor.,Tub prelungitor.,16,2,0
231332,unknown_local_sample,Ultimele stiri.,Ultimele știri.,Ultimele stiri.,Ultimele știri.,Ultimele stiri.,True,False,length_outside_3_250_words,True,15,0,0,0,0,0,True,True,15,1,0,0,0,0,True,False,15,0,0,0,0,0,True,True,15,1,0,0,0,0,True,False,Ultimele stiri.,Ultimele știri.,15,2,1
133686,unknown_local_sample,Dans ragtime.,Dans ragtime.,Dans ragtime.,Dans ragtime.,Dans ragtime.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,Dans ragtime.,Dans ragtime.,13,2,0
337950,unknown_local_sample,Cabinet metodic.,Cabinet metodic.,Cabinet metodic.,Cabinet metodic.,Cabinet metodic.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,Cabinet metodic.,Cabinet metodic.,16,2,0
190379,unknown_local_sample,Gust sarat.,Gust sărat.,Gust sarat.,Gust sărat.,Gust sarat.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,1,0,0,0,0,True,False,11,0,0,0,0,0,True,True,11,1,0,0,0,0,True,False,Gust sarat.,Gust sărat.,11,2,1
169720,unknown_local_sample,Foto: flickr.,Foto: flickr.,Foto: flickr.,Foto: flickr.,Foto: flickr.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,Foto: flickr.,Foto: flickr.,13,2,0
188789,unknown_local_sample,Aparat administrativ.,Aparat administrativ.,Aparat administrativ.,Aparat administrativ.,Aparat administrativ.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,0,0,0,0,0,True,True,21,0,0,0,0,0,True,True,21,0,0,0,0,0,True,True,Aparat administrativ.,Aparat administrativ.,21,2,0
189962,unknown_local_sample,Ce-ti lipseste?.,Ce-ți lipsește?.,Ce-ti lipseste?.,Ce-ți lipsește?.,Ce-ti lipseste?.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,2,0,0,0,0,True,False,16,0,0,0,0,0,True,True,16,2,0,0,0,0,True,False,Ce-ti lipseste?.,Ce-ți lipsește?.,16,2,2
303950,unknown_local_sample,Scriitor combatant.,Scriitor combatant.,Scriitor combatant.,Scriitor combatant.,Scriitor combatant.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,0,0,0,0,0,True,True,19,0,0,0,0,0,True,True,19,0,0,0,0,0,True,True,Scriitor combatant.,Scriitor combatant.,19,2,0
321909,unknown_local_sample,Doctrina eretica.,Doctrină eretică.,Doctrina eretica.,Doctrină eretică.,Doctrina eretica.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,Doctrina eretica.,Doctrină eretică.,17,2,2
23681,unknown_local_sample,Simpla inchipuire.,Simplă închipuire.,Simpla inchipuire.,Simplă închipuire.,Simpla inchipuire.,True,False,length_outside_3_250_words,True,18,0,0,0,0,0,True,True,18,2,0,0,0,0,True,False,18,0,0,0,0,0,True,True,18,2,0,0,0,0,True,False,Simpla inchipuire.,Simplă închipuire.,18,2,2
59668,unknown_local_sample,politica macroprudentiala.,politica macroprudențială.,politica macroprudentiala.,politica macroprudențială.,politica macroprudentiala.,True,False,length_outside_3_250_words,True,26,0,0,0,0,0,True,True,26,2,0,0,0,0,True,False,26,0,0,0,0,0,True,True,26,2,0,0,0,0,True,False,politica macroprudentiala.,politica macroprudențială.,26,2,2
318222,unknown_local_sample,Doborarea copacilor.,Doborârea copacilor.,Doborarea copacilor.,Doborârea copacilor.,Doborarea copacilor.,True,False,length_outside_3_250_words,True,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,Doborarea copacilor.,Doborârea copacilor.,20,2,1
77403,unknown_local_sample,Banica.,Bănică.,Banica.,Bănică.,Banica.,True,False,length_outside_3_250_words,True,7,0,0,0,0,0,True,True,7,2,0,0,0,0,True,False,7,0,0,0,0,0,True,True,7,2,0,0,0,0,True,False,Banica.,Bănică.,7,1,2
369599,unknown_local_sample,Buna podoaba.,Bună podoabă.,Buna podoaba.,Bună podoabă.,Buna podoaba.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,2,0,0,0,0,True,False,13,0,0,0,0,0,True,True,13,2,0,0,0,0,True,False,Buna podoaba.,Bună podoabă.,13,2,2
284722,unknown_local_sample,Saua-noata-n aurel.,Șaua-noată-n aurel.,Saua-noata-n aurel.,Șaua-noată-n aurel.,Saua-noata-n aurel.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,Saua-noata-n aurel.,Șaua-noată-n aurel.,19,2,2
253092,unknown_local_sample,Inclestarea pumnilor.,Încleștarea pumnilor.,Inclestarea pumnilor.,Încleștarea pumnilor.,Inclestarea pumnilor.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,2,0,0,0,0,True,False,21,0,0,0,0,0,True,True,21,2,0,0,0,0,True,False,Inclestarea pumnilor.,Încleștarea pumnilor.,21,2,2
240628,unknown_local_sample,Exercitii gimnastice.,Exerciții gimnastice.,Exercitii gimnastice.,Exerciții gimnastice.,Exercitii gimnastice.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,1,0,0,0,0,True,False,21,0,0,0,0,0,True,True,21,1,0,0,0,0,True,False,Exercitii gimnastice.,Exerciții gimnastice.,21,2,1
288903,unknown_local_sample,Par bogat.,Păr bogat.,Par bogat.,Păr bogat.,Par bogat.,True,False,length_outside_3_250_words,True,10,0,0,0,0,0,True,True,10,1,0,0,0,0,True,False,10,0,0,0,0,0,True,True,10,1,0,0,0,0,True,False,Par bogat.,Păr bogat.,10,2,1
346312,unknown_local_sample,Destituit telegrafic.,Destituit telegrafic.,Destituit telegrafic.,Destituit telegrafic.,Destituit telegrafic.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,0,0,0,0,0,True,True,21,0,0,0,0,0,True,True,21,0,0,0,0,0,True,True,Destituit telegrafic.,Destituit telegrafic.,21,2,0
119382,unknown_local_sample,"Acum, indata.","Acum, îndată.","Acum, indata.","Acum, îndată.","Acum, indata.",True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,2,0,0,0,0,True,False,13,0,0,0,0,0,True,True,13,2,0,0,0,0,True,False,"Acum, indata.","Acum, îndată.",13,2,2
113460,unknown_local_sample,Animal pahiderm.,Animal pahiderm.,Animal pahiderm.,Animal pahiderm.,Animal pahiderm.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,Animal pahiderm.,Animal pahiderm.,16,2,0
331348,unknown_local_sample,Leoaica pindeste.,Leoaica pîndește.,Leoaica pindeste.,Leoaica pîndește.,Leoaica pindeste.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,Leoaica pindeste.,Leoaica pîndește.,17,2,2
199443,unknown_local_sample,euro anual.,euro anual.,euro anual.,euro anual.,euro anual.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,euro anual.,euro anual.,11,2,0
365133,unknown_local_sample,Sulfura stanoasa.,Sulfură stanoasă.,Sulfura stanoasa.,Sulfură stanoasă.,Sulfura stanoasa.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,2,0,0,0,0,True,False,Sulfura stanoasa.,Sulfură stanoasă.,17,2,2
166710,unknown_local_sample,N-aveam cum.,N-aveam cum.,N-aveam cum.,N-aveam cum.,N-aveam cum.,True,False,length_outside_3_250_words,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,N-aveam cum.,N-aveam cum.,12,2,0
346259,unknown_local_sample,si urda.,și urdă.,si urda.,și urdă.,si urda.,True,False,length_outside_3_250_words,True,8,0,0,0,0,0,True,True,8,2,0,0,0,0,True,False,8,0,0,0,0,0,True,True,8,2,0,0,0,0,True,False,si urda.,și urdă.,8,2,2
283334,unknown_local_sample,Asmutirea cainilor.,Asmuțirea câinilor.,Asmutirea cainilor.,Asmuțirea câinilor.,Asmutirea cainilor.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,Asmutirea cainilor.,Asmuțirea câinilor.,19,2,2
246691,unknown_local_sample,Intamplare imaginata.,Întâmplare imaginată.,Intamplare imaginata.,Întâmplare imaginată.,Intamplare imaginata.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,3,0,0,0,0,True,False,21,0,0,0,0,0,True,True,21,3,0,0,0,0,True,False,Intamplare imaginata.,Întâmplare imaginată.,21,2,3
160591,unknown_local_sample,Material tanant.,Material tanant.,Material tanant.,Material tanant.,Material tanant.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,Material tanant.,Material tanant.,16,2,0
315263,unknown_local_sample,Ranjeste diabolic.,Rânjește diabolic.,Ranjeste diabolic.,Rânjește diabolic.,Ranjeste diabolic.,True,False,length_outside_3_250_words,True,18,0,0,0,0,0,True,True,18,2,0,0,0,0,True,False,18,0,0,0,0,0,True,True,18,2,0,0,0,0,True,False,Ranjeste diabolic.,Rânjește diabolic.,18,2,2
